index,1
1993 ,17808.0
1994 ,17944.0
1995 ,19460.0
1996 ,21838.0
1997 ,22366.0
1998 ,22808.0
1999 ,23311.0
2000 ,23705.0
2001 ,23565.0
2002 ,23314.0
2003 ,21635.0
2004 ,19214.0
2005 ,18642.0
2006 ,18289.0
2007 ,18223.0
2008 ,17889.0
2009 ,17901.0
2010 ,17573.0
2011 ,17378.0
2012 ,17146.0
2013 ,16993.0
2014 ,16439.0
2015 ,16112
2016 ,17049
2017 ,16630.6223
2018 ,16029.7769
2019 ,15386.082
