瘤痢,瘤痢疙,老矫,乞闭扁柯(∑C),弥历扁柯(∑C),弥绊扁柯(∑C),老碍荐樊(mm),钦拌 老荤樊(MJ/m2)
188,己魂,2012-03-12,3.3,.8,6.7,,
188,己魂,2012-03-13,4.4,.5,9.2,,
188,己魂,2012-03-14,8.2,1.3,14.5,,
188,己魂,2012-03-15,10.4,2.5,14.7,,
188,己魂,2012-03-16,13.4,11.1,15.8,20,
188,己魂,2012-03-17,11.5,9.7,16.2,.2,
188,己魂,2012-03-18,8.7,5.3,12.4,3,
188,己魂,2012-03-19,7.1,4.2,10.3,,
188,己魂,2012-03-20,7.4,5.2,10.9,,
188,己魂,2012-03-21,7.3,2.4,12.4,,
188,己魂,2012-03-22,10,4,13.2,39.5,
188,己魂,2012-03-23,10.3,6.8,13.5,16,
188,己魂,2012-03-24,7.9,6.1,10.5,,
188,己魂,2012-03-25,7,3.7,10.8,,
188,己魂,2012-03-26,7.4,2.7,13.3,,
188,己魂,2012-03-27,11,2.3,16.7,,
188,己魂,2012-03-28,11.8,5.8,17.2,,
188,己魂,2012-03-29,14.9,5.7,19.6,,
188,己魂,2012-03-30,15.2,9,19.3,40,
188,己魂,2012-03-31,9.9,5.8,15.4,,
188,己魂,2012-04-01,7.9,3.3,12.5,,
188,己魂,2012-04-02,13.8,4.5,18.7,4.5,
188,己魂,2012-04-03,9.7,6.5,16.9,3.5,
188,己魂,2012-04-04,11,1.5,16.7,,
188,己魂,2012-04-05,12.4,7.6,17.2,,
188,己魂,2012-04-06,10,2.2,17.2,,
188,己魂,2012-04-07,10.7,4.5,17.4,,
188,己魂,2012-04-08,15.4,6.1,20.2,,
188,己魂,2012-04-09,17.3,12.4,22.5,,
188,己魂,2012-04-10,15.5,13.1,16.7,44,
188,己魂,2012-04-11,14.8,9,20.3,11,
188,己魂,2012-04-12,11.9,7.6,17.4,,
188,己魂,2012-04-13,11.6,7.4,13.2,1.5,
188,己魂,2012-04-14,14.1,10.1,19.9,,
188,己魂,2012-04-15,14.8,10.3,19.5,,
188,己魂,2012-04-16,17.1,12.6,22.8,,
188,己魂,2012-04-17,13.2,9.2,17.7,,
188,己魂,2012-04-18,14.9,9.5,19.1,,
188,己魂,2012-04-19,15.1,13.9,15.9,5.5,
188,己魂,2012-04-20,15.7,14.8,16.5,12,
188,己魂,2012-04-21,16.4,13.2,18.8,98,
188,己魂,2012-04-22,16.3,9.6,21.5,,
188,己魂,2012-04-23,16.4,10.3,21.3,,
188,己魂,2012-04-24,18.6,14.6,22.4,,
188,己魂,2012-04-25,17.3,11.6,21.4,50,
188,己魂,2012-04-26,14.4,10.3,18.8,,
188,己魂,2012-04-27,15.4,9.3,20.8,,
188,己魂,2012-04-28,16.2,9.4,20.9,,
188,己魂,2012-04-29,17.5,15.6,19.4,31,
188,己魂,2012-04-30,16.8,15.8,17.8,32.5,
188,己魂,2012-05-01,17.2,16.6,18.1,102.5,
188,己魂,2012-05-02,17.8,16.4,20.2,4,
188,己魂,2012-05-03,19.5,15,25.1,,
188,己魂,2012-05-04,18.2,13,24.6,,
188,己魂,2012-05-05,20.7,12.3,28.1,,
188,己魂,2012-05-06,18.2,13.9,22.8,,
188,己魂,2012-05-07,19.5,14.2,24.7,,
188,己魂,2012-05-08,19.1,15,23.8,,
188,己魂,2012-05-09,19.4,14.2,25.3,,
188,己魂,2012-05-10,17.5,14.7,19.7,,
188,己魂,2012-05-11,16.5,15.1,19.2,,
188,己魂,2012-05-12,16.5,14.9,19.3,,
188,己魂,2012-05-13,18.7,15.9,22.7,,
188,己魂,2012-05-14,17.9,16.5,19,23,
188,己魂,2012-05-15,18.5,15.7,23,1.5,
188,己魂,2012-05-16,19.4,12.5,25.5,,
188,己魂,2012-05-17,19.1,13.9,24.8,,
188,己魂,2012-05-18,17.1,12,22.2,,
188,己魂,2012-05-19,16.7,10.8,21.8,,
188,己魂,2012-05-20,18.8,15.8,23.8,,
188,己魂,2012-05-21,18.5,16.2,21.8,,
188,己魂,2012-05-22,18.3,15.3,21.6,,
188,己魂,2012-05-23,18.9,15.7,25,,
188,己魂,2012-05-24,18.6,14.8,23.7,1,
188,己魂,2012-05-25,16.8,14.8,20,12,
188,己魂,2012-05-26,20,13.7,26.5,,
188,己魂,2012-05-27,19.8,9.6,27.4,,
188,己魂,2012-05-28,20.8,13.1,26,,
188,己魂,2012-05-29,19.3,15.5,23,,
188,己魂,2012-05-30,19.6,16.4,22,,
188,己魂,2012-05-31,18.9,16.6,21.4,,
188,己魂,2012-06-01,19.6,16.2,22.8,,
188,己魂,2012-06-02,19.7,18.4,22.5,0,
188,己魂,2012-06-03,19.8,17.8,23.3,,
188,己魂,2012-06-04,21.3,17.6,24.5,0,
188,己魂,2012-06-05,22.2,19.7,25.6,3,
188,己魂,2012-06-06,22,19.8,26.8,,
188,己魂,2012-06-07,21.1,18.7,25.4,.8,
188,己魂,2012-06-08,20.4,18.8,21.7,7,
188,己魂,2012-06-09,21.4,19.3,26.1,,
188,己魂,2012-06-10,22,18.4,25.4,,
188,己魂,2012-06-11,21.3,18,23.7,,
188,己魂,2012-06-12,22.4,20,26,,
188,己魂,2012-06-13,22.4,19.9,25.3,,
188,己魂,2012-06-14,22,20.7,24.5,,
188,己魂,2012-06-15,20.7,19,21.8,16.3,
188,己魂,2012-06-16,21.6,18,25.1,,
188,己魂,2012-06-17,21.4,18,24.7,,
188,己魂,2012-06-18,20.7,19.2,21.7,62.8,
188,己魂,2012-06-19,22.6,20.6,27.7,49,
188,己魂,2012-06-20,22.8,19,25.6,,
188,己魂,2012-06-21,22.4,20.2,25.2,,
188,己魂,2012-06-22,21.8,18.5,25.2,,
188,己魂,2012-06-23,22.1,18.9,24.9,6.5,
188,己魂,2012-06-24,21.8,20.6,22.7,37.3,
188,己魂,2012-06-25,22.1,21.4,24,,
188,己魂,2012-06-26,21.3,20.7,21.8,.9,
188,己魂,2012-06-27,21.7,21,23.6,1.8,
188,己魂,2012-06-28,21.8,19.2,24,,
188,己魂,2012-06-29,22.3,20.2,23.5,22.5,
188,己魂,2012-06-30,24.3,23.2,25.2,.9,
188,己魂,2012-07-01,22.9,21.7,26,12,
188,己魂,2012-07-02,22.9,21.5,24.6,22.4,
188,己魂,2012-07-03,23.7,20.4,27.8,16.1,
188,己魂,2012-07-04,24,22,28.8,12.5,
188,己魂,2012-07-05,25.4,23.9,27.3,.2,
188,己魂,2012-07-06,26,23.8,28.9,.4,
188,己魂,2012-07-07,24.3,21.1,28.1,,
188,己魂,2012-07-08,23.2,19.9,26.9,,
188,己魂,2012-07-09,23.3,19,27.3,,
188,己魂,2012-07-10,24.5,22.5,25.4,.6,
188,己魂,2012-07-11,24.7,22.4,25.8,25.3,
188,己魂,2012-07-12,25,21.6,28.6,,
188,己魂,2012-07-13,24.9,23.5,26.6,11.4,
188,己魂,2012-07-14,24.4,23.3,25.6,24.2,
188,己魂,2012-07-15,24.8,22.3,27.8,20.3,
188,己魂,2012-07-16,24.6,22,28.1,.1,
188,己魂,2012-07-17,25.4,24,28.1,.5,
188,己魂,2012-07-18,25.9,24.4,28.5,23.6,
188,己魂,2012-07-19,25.5,23.7,28.9,.1,
188,己魂,2012-07-20,25.1,22.4,28.5,,
188,己魂,2012-07-21,26.2,24.4,29,.2,
188,己魂,2012-07-22,26.5,24.3,29.6,,
188,己魂,2012-07-23,27.3,25.4,30.5,,
188,己魂,2012-07-24,27.2,24.5,30.5,,
188,己魂,2012-07-25,27.3,24.2,30.3,,
188,己魂,2012-07-26,27.5,23.4,30.5,,
188,己魂,2012-07-27,27.9,25.1,31.8,0,
188,己魂,2012-07-28,28.1,24.5,32.4,,
188,己魂,2012-07-29,28.4,24.5,32.4,,
188,己魂,2012-07-30,28.7,24.6,32.4,,
188,己魂,2012-07-31,28.4,25.4,32.2,1.1,
188,己魂,2012-08-01,28.3,25.6,31.4,,
188,己魂,2012-08-02,28.3,27.1,30.5,2,
188,己魂,2012-08-03,28.7,26.1,31.6,,
188,己魂,2012-08-04,28.2,26.2,31.6,,
188,己魂,2012-08-05,28.4,26.5,31,,
188,己魂,2012-08-06,28.8,26.8,31.9,,
188,己魂,2012-08-07,28,27.2,30.6,,
188,己魂,2012-08-08,27.9,27.1,29.6,,
188,己魂,2012-08-09,27.9,26.1,30.4,,
188,己魂,2012-08-10,27.2,24.6,30.8,.1,
188,己魂,2012-08-11,27.4,24.7,30.6,15.1,
188,己魂,2012-08-12,28.6,25.6,32.5,,
188,己魂,2012-08-13,28.5,26.3,32.7,0,
188,己魂,2012-08-14,26.9,25.4,27.9,37.6,
188,己魂,2012-08-15,28.5,25.9,31.7,.1,
188,己魂,2012-08-16,28.4,26.2,31.9,2.4,
188,己魂,2012-08-17,28.4,25.4,32,,
188,己魂,2012-08-18,28.5,25.9,33,0,
188,己魂,2012-08-19,28.8,25.3,32.6,7.3,
188,己魂,2012-08-20,28.1,26,32,0,
188,己魂,2012-08-21,27.9,25,31.6,.3,
188,己魂,2012-08-22,25.4,23.4,30,82.6,
188,己魂,2012-08-23,24.3,23.1,25.3,231.7,
188,己魂,2012-08-24,25.1,23.5,26.6,128.9,
188,己魂,2012-08-25,27.6,24.6,30.8,,
188,己魂,2012-08-26,28.3,26.1,30.9,,
188,己魂,2012-08-27,27.5,23.7,29.7,89.6,
188,己魂,2012-08-28,24.9,23.4,27.4,18.9,
188,己魂,2012-08-29,26,23.3,28.6,,
188,己魂,2012-08-30,24.5,22,29.6,3,
188,己魂,2012-08-31,24.8,21.8,29,,
188,己魂,2012-09-01,24,20.7,28.5,,
188,己魂,2012-09-02,23.9,19.6,27.4,,
188,己魂,2012-09-03,24.3,22.2,28.1,,
188,己魂,2012-09-04,25.6,23,29.1,.1,
188,己魂,2012-09-05,24.3,21.1,27.4,4,
188,己魂,2012-09-06,24,20.1,29.4,,
188,己魂,2012-09-07,23.9,18.8,28,.7,
188,己魂,2012-09-08,24.6,22.5,27.6,10.3,
188,己魂,2012-09-09,21.6,19.9,23.1,77.8,
188,己魂,2012-09-10,22.1,20.7,23.1,10.5,
188,己魂,2012-09-11,23.2,20.6,26,,
188,己魂,2012-09-12,23.1,19.1,26.6,,
188,己魂,2012-09-13,24.6,21.2,28,,
188,己魂,2012-09-14,20.7,18,22.7,3.1,
188,己魂,2012-09-15,21.2,18.5,24.6,2.4,
188,己魂,2012-09-16,20.6,19.9,22.1,124.1,
188,己魂,2012-09-17,20.3,19.4,22.1,63.3,
188,己魂,2012-09-18,21.2,18.2,26.6,,
188,己魂,2012-09-19,20.2,14.2,25.8,,
188,己魂,2012-09-20,19.7,15.4,25.4,,
188,己魂,2012-09-21,20.2,15.4,25.4,,
188,己魂,2012-09-22,18.7,14.8,22.1,.3,
188,己魂,2012-09-23,21.3,16.2,26.2,,
188,己魂,2012-09-24,21.3,18.5,25.1,,
188,己魂,2012-09-25,22.1,20.1,24.6,,
188,己魂,2012-09-26,21.7,20.2,24.2,,
188,己魂,2012-09-27,22,20.5,24.7,,
188,己魂,2012-09-28,21.5,18.3,26,,
188,己魂,2012-09-29,19.3,16.3,23.2,,
188,己魂,2012-09-30,19.4,17.3,22.9,,
188,己魂,2012-10-01,19.4,14.8,24.2,,
188,己魂,2012-10-02,19.5,16.6,24.1,,
188,己魂,2012-10-03,19.8,16.9,23.8,,
188,己魂,2012-10-04,20.3,16,25,,
188,己魂,2012-10-05,20.3,15.8,25.4,,
188,己魂,2012-10-06,20.9,18.7,24.7,,
188,己魂,2012-10-07,20.7,17.8,24.2,0,
188,己魂,2012-10-08,20.2,19.1,22.9,,
188,己魂,2012-10-09,19.3,17,22.4,,
188,己魂,2012-10-10,19.4,16.2,23.5,,
188,己魂,2012-10-11,17.4,14.5,21.1,,
188,己魂,2012-10-12,17.7,13.6,22.2,,
188,己魂,2012-10-13,19.3,15.3,22.8,,
188,己魂,2012-10-14,20.2,17.9,25.4,,
188,己魂,2012-10-15,20.1,17.5,23.8,,
188,己魂,2012-10-16,20.3,16.1,24.9,,
188,己魂,2012-10-17,17.3,13.4,23.5,0,
188,己魂,2012-10-18,14.7,11.7,18.5,,
188,己魂,2012-10-19,15.6,10.6,20.6,,
188,己魂,2012-10-20,17.3,11.9,22.9,,
188,己魂,2012-10-21,20.4,13.7,24.4,,
188,己魂,2012-10-22,20.3,14.7,25.2,4.1,
188,己魂,2012-10-23,14.1,10.1,17.4,.6,
188,己魂,2012-10-24,14.9,9.8,20,,
188,己魂,2012-10-25,19,13.7,23.6,,
188,己魂,2012-10-26,20,17.9,21.2,6.2,
188,己魂,2012-10-27,21.2,18.5,24.6,36.1,
188,己魂,2012-10-28,17.4,14,20.6,,
188,己魂,2012-10-29,14.8,12,18.5,,
188,己魂,2012-10-30,13.7,10.1,17.7,,
188,己魂,2012-10-31,12.3,9.2,15.8,,
188,己魂,2012-11-01,10.7,6,13.6,1.3,
188,己魂,2012-11-02,10.6,5.6,15.2,,
188,己魂,2012-11-03,14.4,6.9,18.1,0,
188,己魂,2012-11-04,16.3,12.2,19.3,12.3,
188,己魂,2012-11-05,13.3,7.5,18.3,,
188,己魂,2012-11-06,13.6,10.5,16.7,.1,
188,己魂,2012-11-07,13.3,9.9,16.7,,
188,己魂,2012-11-08,13.1,5.8,17.8,.1,
188,己魂,2012-11-09,15.5,12.2,17.8,0,
188,己魂,2012-11-10,16.4,14.7,18,73.6,
188,己魂,2012-11-11,14.4,10.4,18.1,60,
188,己魂,2012-11-12,12.1,7.4,16.2,,
188,己魂,2012-11-13,12.1,8.8,17.1,1.1,
188,己魂,2012-11-14,10.1,8.6,12.3,0,
188,己魂,2012-11-15,9.4,5.6,12.7,,
188,己魂,2012-11-16,13.1,5.7,17.1,5,
188,己魂,2012-11-17,10.7,7.2,14,15.5,
188,己魂,2012-11-18,9.8,6.3,13,,
188,己魂,2012-11-19,11,5.8,17,,
188,己魂,2012-11-20,8.7,5.1,11.7,,
188,己魂,2012-11-21,10.7,5.6,14.3,4.2,
188,己魂,2012-11-22,13.2,10.4,16.9,,
188,己魂,2012-11-23,10,7.8,12.3,0,
188,己魂,2012-11-24,7.7,2.8,10.3,,
188,己魂,2012-11-25,9.2,5,12.1,9.5,
188,己魂,2012-11-26,8.7,7.5,11.5,6.6,
188,己魂,2012-11-27,6.9,3,10.3,0,
188,己魂,2012-11-28,11.6,2.5,17.8,,
188,己魂,2012-11-29,8.3,6.1,10.5,,
188,己魂,2012-11-30,8,5.4,13.5,,
188,己魂,2012-12-01,7.8,4,11.3,,
188,己魂,2012-12-02,9.9,8.3,12.3,3.8,
188,己魂,2012-12-03,9.7,5.6,15.7,0,
188,己魂,2012-12-04,5.6,3.1,8.9,,
188,己魂,2012-12-05,6.8,2.3,11.1,4.2,
188,己魂,2012-12-06,2.4,1,5.5,1.1,
188,己魂,2012-12-07,8.5,1.2,15.2,6.4,
188,己魂,2012-12-08,5.3,2.8,7.9,.2,
188,己魂,2012-12-09,3.2,1.1,4.7,1.1,
188,己魂,2012-12-10,3.8,2.1,7.1,0,
188,己魂,2012-12-11,4.6,2,7.4,.1,
188,己魂,2012-12-12,4.1,.9,7.4,,
188,己魂,2012-12-13,9.4,1.1,14.9,,
188,己魂,2012-12-14,15.5,13.2,17.6,70.7,
188,己魂,2012-12-15,10.4,8,13.6,9.8,
188,己魂,2012-12-16,10.1,6.1,13.6,,
188,己魂,2012-12-17,8.2,5.2,11.6,,
188,己魂,2012-12-18,2.9,1.5,5.2,.5,
188,己魂,2012-12-19,3,2,5.7,,
188,己魂,2012-12-20,5.1,2.3,10.3,,
188,己魂,2012-12-21,11.2,8.8,14.3,31.7,
188,己魂,2012-12-22,5.9,3.6,9.8,,
188,己魂,2012-12-23,1.4,-1.4,4.5,3.8,
188,己魂,2012-12-24,1.2,-1.5,4,6,
188,己魂,2012-12-25,3.5,0,6.3,.1,
188,己魂,2012-12-26,.7,-1.9,4,,
188,己魂,2012-12-27,6.4,.9,9.2,6.1,
188,己魂,2012-12-28,7.4,4.8,10.5,35.7,
188,己魂,2012-12-29,7.4,2.9,11.7,2.6,
188,己魂,2012-12-30,2.5,.5,5.6,4.8,
188,己魂,2012-12-31,2,.2,5.5,1.8,
188,己魂,2013-01-01,5.6,.2,10.2,0,
188,己魂,2013-01-02,4,-.1,6.6,,
188,己魂,2013-01-03,-.3,-1.4,1.8,.1,
188,己魂,2013-01-04,.4,-1.8,3.2,,
188,己魂,2013-01-05,2.2,-.3,5.2,,
188,己魂,2013-01-06,3.4,-2,6.1,,
188,己魂,2013-01-07,2.7,1.1,4.8,,
188,己魂,2013-01-08,3.8,1.1,7.1,,
188,己魂,2013-01-09,1.8,-.1,4,,
188,己魂,2013-01-10,1,-.8,4,,
188,己魂,2013-01-11,3.9,-1.9,8.2,,
188,己魂,2013-01-12,7,.2,13,,
188,己魂,2013-01-13,7.9,4.7,10,1.4,
188,己魂,2013-01-14,6.5,4.2,9.3,,
188,己魂,2013-01-15,5.4,0,10.4,,
188,己魂,2013-01-16,6.2,3.6,10.7,,
188,己魂,2013-01-17,2.3,.8,4.4,.2,
188,己魂,2013-01-18,3,.4,7.4,,
188,己魂,2013-01-19,4.5,-1.4,10.1,,
188,己魂,2013-01-20,8.2,.6,12.5,0,
188,己魂,2013-01-21,13.5,9.4,16.2,34.9,
188,己魂,2013-01-22,7,6.5,9.4,,
188,己魂,2013-01-23,5.6,2.6,8.6,.3,
188,己魂,2013-01-24,6.2,1.5,11.1,,
188,己魂,2013-01-25,2.3,-.6,5.3,,
188,己魂,2013-01-26,1.9,-1.3,3.7,,
188,己魂,2013-01-27,2.4,.8,4.9,.1,
188,己魂,2013-01-28,3.7,-2.5,9.4,,
188,己魂,2013-01-29,7.1,.8,12,,
188,己魂,2013-01-30,9.7,4.6,15,,
188,己魂,2013-01-31,14,8.6,16.2,0,
188,己魂,2013-02-01,14.7,9.2,16.9,21,
188,己魂,2013-02-02,6.6,3.2,9.4,,
188,己魂,2013-02-03,8.6,2.2,13,4.4,
188,己魂,2013-02-04,9.1,4.2,15.7,6.2,
188,己魂,2013-02-05,9,3.5,10.9,22.6,
188,己魂,2013-02-06,5.1,3.7,10,.2,
188,己魂,2013-02-07,.3,-3.5,4.6,.2,
188,己魂,2013-02-08,-1.7,-3.4,-.6,0,
188,己魂,2013-02-09,.9,-1.8,4.4,,
188,己魂,2013-02-10,3.2,-.7,7.7,,
188,己魂,2013-02-11,2.8,-.3,6.2,,
188,己魂,2013-02-12,4.2,.5,7,.3,
188,己魂,2013-02-13,3.4,.4,6.5,,
188,己魂,2013-02-14,5.6,1.1,7.9,1.4,
188,己魂,2013-02-15,4.9,1.1,7.7,.4,
188,己魂,2013-02-16,2.2,-.4,5.9,,
188,己魂,2013-02-17,10.2,-.9,14,31.5,
188,己魂,2013-02-18,7.3,3.8,14.3,1.3,
188,己魂,2013-02-19,1.7,-.6,4,2.5,
188,己魂,2013-02-20,2.3,.3,5.3,,
188,己魂,2013-02-21,4.5,.5,9.1,,
188,己魂,2013-02-22,7.2,1.9,12.1,,
188,己魂,2013-02-23,4.4,1,9.4,,
188,己魂,2013-02-24,5.2,.5,10,,
188,己魂,2013-02-25,9.3,2.2,13.5,,
188,己魂,2013-02-26,10.8,9.6,11.9,5.5,
188,己魂,2013-02-27,10.1,7.2,14.7,,
188,己魂,2013-02-28,13.4,4.8,16.9,,
188,己魂,2013-03-01,7,1.8,16.3,3.8,
188,己魂,2013-03-02,3.5,1.5,6.4,,
188,己魂,2013-03-03,4.6,1.1,8.6,,
188,己魂,2013-03-04,8.5,.9,14.7,,
188,己魂,2013-03-05,7.1,.3,14.2,,
188,己魂,2013-03-06,11.3,.1,17.1,,
188,己魂,2013-03-07,13.7,8.1,17.7,,
188,己魂,2013-03-08,14,6.1,20.2,,
188,己魂,2013-03-09,16.2,6,22.7,,
188,己魂,2013-03-10,8.4,4.5,20.9,,
188,己魂,2013-03-11,8.7,3.7,15.2,,
188,己魂,2013-03-12,13.3,4.5,17.5,,
188,己魂,2013-03-13,9.3,4.5,17.5,5.6,
188,己魂,2013-03-14,7.5,3.7,11.6,,
188,己魂,2013-03-15,9.2,4.2,14.4,,
188,己魂,2013-03-16,10.2,3.3,15.9,,
188,己魂,2013-03-17,12.2,5.1,17.5,16.4,
188,己魂,2013-03-18,13.8,10,17.4,35.2,
188,己魂,2013-03-19,13.7,6.6,16.8,,
188,己魂,2013-03-20,9.2,2.1,16,2.2,
188,己魂,2013-03-21,6.2,1.3,12.2,,
188,己魂,2013-03-22,8.6,4.1,13.2,1.1,
188,己魂,2013-03-23,9.6,5.9,13.6,,
188,己魂,2013-03-24,9.3,5.7,13.1,,
188,己魂,2013-03-25,5.6,3.6,9.1,,
188,己魂,2013-03-26,8.6,3.4,12.8,,
188,己魂,2013-03-27,11.5,8.7,16,0,
188,己魂,2013-03-28,13,5,18.7,,
188,己魂,2013-03-29,9.3,6.6,13.1,,
188,己魂,2013-03-30,11.9,4.9,16.2,,
188,己魂,2013-03-31,10.5,7.9,14.1,,
188,己魂,2013-04-01,14.1,7.7,17.7,,
188,己魂,2013-04-02,9.3,6.7,13,,
188,己魂,2013-04-03,11.1,6.6,16.9,,
188,己魂,2013-04-04,13.5,8.4,18,,
188,己魂,2013-04-05,16.1,9.1,17.9,2.5,
188,己魂,2013-04-06,10.2,5.7,15.3,62.7,
188,己魂,2013-04-07,7,5.6,9.7,0,
188,己魂,2013-04-08,11.6,4.7,17,,
188,己魂,2013-04-09,10.9,6.6,15.9,,
188,己魂,2013-04-10,7.8,4.1,11.4,,
188,己魂,2013-04-11,9.7,5.5,14.2,,
188,己魂,2013-04-12,10.1,5.2,16,,
188,己魂,2013-04-13,12.9,3.7,17.1,,
188,己魂,2013-04-14,15.1,8.2,21.5,0,
188,己魂,2013-04-15,14.4,6.5,19.5,,
188,己魂,2013-04-16,18.9,14.3,21.6,,
188,己魂,2013-04-17,16.5,14.9,20.4,0,
188,己魂,2013-04-18,14.9,9.3,20.4,,
188,己魂,2013-04-19,12.3,8.6,14.8,,
188,己魂,2013-04-20,10,7.7,12.2,4.1,
188,己魂,2013-04-21,10.6,6.8,14.4,,
188,己魂,2013-04-22,13.6,7.9,17.7,,
188,己魂,2013-04-23,15.6,13.2,17.4,55.1,
188,己魂,2013-04-24,14.4,12.4,18.6,,
188,己魂,2013-04-25,14.3,9.5,18.8,,
188,己魂,2013-04-26,13.9,9.7,19,,
188,己魂,2013-04-27,14.6,6.6,21.5,,
188,己魂,2013-04-28,17.7,12.5,21.2,,
188,己魂,2013-04-29,18,15.3,22.3,3.5,
188,己魂,2013-04-30,14.7,10.1,18.3,4.9,
188,己魂,2013-05-01,13,10,16.6,,
188,己魂,2013-05-02,13.8,8.5,18.6,,
188,己魂,2013-05-03,15.2,9.4,20.7,,
188,己魂,2013-05-04,15.7,11.7,20.9,,
188,己魂,2013-05-05,16.5,9.8,21.9,,
188,己魂,2013-05-06,17.7,11.7,21.5,,
188,己魂,2013-05-07,16.7,13.7,19.4,,
188,己魂,2013-05-08,16.6,12.2,20.3,,
188,己魂,2013-05-09,18.6,16.1,22.6,6.1,
188,己魂,2013-05-10,17.7,14.5,22.4,30,
188,己魂,2013-05-11,17.4,12.9,21,,
188,己魂,2013-05-12,18.6,11.2,24.3,,
188,己魂,2013-05-13,18.9,16,23.3,,
188,己魂,2013-05-14,20.5,14.9,24,,
188,己魂,2013-05-15,21,18.2,25,,
188,己魂,2013-05-16,17.6,16.5,18.9,,
188,己魂,2013-05-17,17.6,15.8,20.1,,
188,己魂,2013-05-18,19.1,15.8,21.3,10.4,
188,己魂,2013-05-19,18.5,15.1,23.6,18.4,
188,己魂,2013-05-20,18.3,14.3,22.1,,
188,己魂,2013-05-21,18.1,13.4,21.8,,
188,己魂,2013-05-22,18.6,13.4,23.6,,
188,己魂,2013-05-23,21.7,16.5,28.2,,
188,己魂,2013-05-24,20.9,15.5,26.9,,
188,己魂,2013-05-25,20.4,14.7,27.1,,
188,己魂,2013-05-26,21.2,18.2,24.2,,
188,己魂,2013-05-27,20.1,19.7,21,48.9,
188,己魂,2013-05-28,21.1,18.7,24.8,40.6,
188,己魂,2013-05-29,19.4,17.7,22.5,,
188,己魂,2013-05-30,18.5,14,23,.1,
188,己魂,2013-05-31,18.2,12.7,22.3,0,
188,己魂,2013-06-01,18.1,16.6,20,.1,
188,己魂,2013-06-02,20,17.5,24.5,,
188,己魂,2013-06-03,18.8,16.7,21.4,,
188,己魂,2013-06-04,19.6,15.9,22.6,,
188,己魂,2013-06-05,19.8,17.2,23.7,,
188,己魂,2013-06-06,19.8,17.2,23.2,,
188,己魂,2013-06-07,20.6,17.7,22.8,,
188,己魂,2013-06-08,20.5,19.7,21.7,3.7,
188,己魂,2013-06-09,19.8,19.1,21.3,12,
188,己魂,2013-06-10,20.2,19.2,21.3,6.2,
188,己魂,2013-06-11,20.6,19.7,21.5,9.2,
188,己魂,2013-06-12,21.1,17.9,25.3,,
188,己魂,2013-06-13,21,19.1,24.5,0,
188,己魂,2013-06-14,20.2,18.8,21.7,57.1,
188,己魂,2013-06-15,21.5,20.5,24.8,,
188,己魂,2013-06-16,22.1,18.8,26.4,,
188,己魂,2013-06-17,22.5,19.2,27.2,,
188,己魂,2013-06-18,23.4,21.3,25.5,,
188,己魂,2013-06-19,23.3,20.5,25.4,25.1,
188,己魂,2013-06-20,22.4,20.4,25.7,2.9,
188,己魂,2013-06-21,21.7,20.4,24.8,10.3,
188,己魂,2013-06-22,21.4,19,24.6,,
188,己魂,2013-06-23,21.1,19.3,23.8,3,
188,己魂,2013-06-24,21.5,19.1,25,.9,
188,己魂,2013-06-25,21.5,20,24,17.9,
188,己魂,2013-06-26,22.2,19.4,26.9,54.6,
188,己魂,2013-06-27,21.7,19.9,24.2,2.1,
188,己魂,2013-06-28,22.2,20.5,24.9,,
188,己魂,2013-06-29,22.7,20.4,25.7,,
188,己魂,2013-06-30,23.1,22.1,25.2,,
188,己魂,2013-07-01,24.4,21.8,27.5,,
188,己魂,2013-07-02,25.8,24.5,27.2,,
188,己魂,2013-07-03,25.5,23.3,27.4,3.6,
188,己魂,2013-07-04,25.6,24.4,26.7,.4,
188,己魂,2013-07-05,24.9,22.1,26,0,
188,己魂,2013-07-06,23.2,21.7,24.2,7.9,
188,己魂,2013-07-07,25.3,23.2,27,.6,
188,己魂,2013-07-08,25.8,24.5,28.2,,
188,己魂,2013-07-09,26.1,23.7,28.8,,
188,己魂,2013-07-10,26.5,24.4,30.1,,
188,己魂,2013-07-11,26.6,23.9,30.6,,
188,己魂,2013-07-12,27.7,24.8,30.1,,
188,己魂,2013-07-13,27.9,26.4,30.8,,
188,己魂,2013-07-14,27.1,24.8,30.4,,
188,己魂,2013-07-15,26.6,24.8,29.2,,
188,己魂,2013-07-16,26.9,24.8,29.7,,
188,己魂,2013-07-17,27.6,25.6,30.5,,
188,己魂,2013-07-18,26.9,23.5,31.2,,
188,己魂,2013-07-19,28,24.4,32.7,,
188,己魂,2013-07-20,27.2,24.7,30.1,.2,
188,己魂,2013-07-21,28.1,26,31,.1,
188,己魂,2013-07-22,27.6,25.8,30.2,,
188,己魂,2013-07-23,27.7,26.2,30.2,,
188,己魂,2013-07-24,28.1,25.6,31.7,,
188,己魂,2013-07-25,27.3,22.4,31.4,,
188,己魂,2013-07-26,27.3,25.1,31.5,3.6,
188,己魂,2013-07-27,27.5,23.7,31.2,,
188,己魂,2013-07-28,28.5,25.3,32.1,,
188,己魂,2013-07-29,28.6,26.3,31.4,,
188,己魂,2013-07-30,29,26.7,33.1,,
188,己魂,2013-07-31,28.8,26.7,32.4,,
188,己魂,2013-08-01,29,26.4,33.3,,
188,己魂,2013-08-02,29,26.3,33,,
188,己魂,2013-08-03,27.4,24.3,30.9,2.7,
