"계정항목코드별","시점","생산자물가지수(품목별)(2015=100)",
"컴퓨터프린터[2015=100]","2018 년","100.01",
"컴퓨터입력장치[2015=100]","1990 년","189.41",
"컴퓨터입력장치[2015=100]","1991 년","187.35",
"컴퓨터입력장치[2015=100]","1992 년","175.43",
"컴퓨터입력장치[2015=100]","1993 년","175.43",
"컴퓨터입력장치[2015=100]","1994 년","171.52",
"컴퓨터입력장치[2015=100]","1995 년","164",
"컴퓨터입력장치[2015=100]","1996 년","162.15",
"컴퓨터입력장치[2015=100]","1997 년","163.2",
"컴퓨터입력장치[2015=100]","1998 년","185.37",
"컴퓨터입력장치[2015=100]","1999 년","154.37",
"컴퓨터입력장치[2015=100]","2000 년","137.05",
"컴퓨터입력장치[2015=100]","2001 년","130.23",
"컴퓨터입력장치[2015=100]","2002 년","115.8",
"컴퓨터입력장치[2015=100]","2003 년","107.17",
"컴퓨터입력장치[2015=100]","2004 년","106.67",
"컴퓨터입력장치[2015=100]","2005 년","101.55",
"컴퓨터입력장치[2015=100]","2006 년","93.58",
"컴퓨터입력장치[2015=100]","2007 년","93.28",
"컴퓨터입력장치[2015=100]","2008 년","93.59",
"컴퓨터입력장치[2015=100]","2009 년","98.5",
"컴퓨터입력장치[2015=100]","2010 년","96.13",
"컴퓨터입력장치[2015=100]","2011 년","98.8",
"컴퓨터입력장치[2015=100]","2012 년","99.63",
"컴퓨터입력장치[2015=100]","2013 년","99.63",
"컴퓨터입력장치[2015=100]","2014 년","99.78",
"컴퓨터입력장치[2015=100]","2015 년","100",
"컴퓨터입력장치[2015=100]","2016 년","100.18",
"컴퓨터입력장치[2015=100]","2017 년","100.22",
"컴퓨터입력장치[2015=100]","2018 년","100.22",
"비디오도어폰및인터폰[2015=100]","1990 년","92.82",
"비디오도어폰및인터폰[2015=100]","1991 년","92.82",
"비디오도어폰및인터폰[2015=100]","1992 년","92.24",
"비디오도어폰및인터폰[2015=100]","1993 년","96.82",
"비디오도어폰및인터폰[2015=100]","1994 년","93.16",
"비디오도어폰및인터폰[2015=100]","1995 년","86.34",
"비디오도어폰및인터폰[2015=100]","1996 년","78.27",
"비디오도어폰및인터폰[2015=100]","1997 년","78.27",
"비디오도어폰및인터폰[2015=100]","1998 년","94.6",
"비디오도어폰및인터폰[2015=100]","1999 년","94.2",
"비디오도어폰및인터폰[2015=100]","2000 년","93.21",
"비디오도어폰및인터폰[2015=100]","2001 년","92.27",
"비디오도어폰및인터폰[2015=100]","2002 년","92.27",
"비디오도어폰및인터폰[2015=100]","2003 년","92.27",
"비디오도어폰및인터폰[2015=100]","2004 년","87.09",
"비디오도어폰및인터폰[2015=100]","2005 년","86.48",
"비디오도어폰및인터폰[2015=100]","2006 년","82.81",
"비디오도어폰및인터폰[2015=100]","2007 년","82.24",
"비디오도어폰및인터폰[2015=100]","2008 년","83.51",
"비디오도어폰및인터폰[2015=100]","2009 년","87.45",
"비디오도어폰및인터폰[2015=100]","2010 년","87.73",
"비디오도어폰및인터폰[2015=100]","2011 년","91.57",
"비디오도어폰및인터폰[2015=100]","2012 년","92.36",
"비디오도어폰및인터폰[2015=100]","2013 년","92.36",
"비디오도어폰및인터폰[2015=100]","2014 년","92.64",
"비디오도어폰및인터폰[2015=100]","2015 년","100",
"비디오도어폰및인터폰[2015=100]","2016 년","100",
"비디오도어폰및인터폰[2015=100]","2017 년","100",
"비디오도어폰및인터폰[2015=100]","2018 년","96.47",
"휴대용전화기[2015=100]","1990 년","14030.98",
"휴대용전화기[2015=100]","1991 년","11849.37",
"휴대용전화기[2015=100]","1992 년","8418.72",
"휴대용전화기[2015=100]","1993 년","6505.56",
"휴대용전화기[2015=100]","1994 년","4017.29",
"휴대용전화기[2015=100]","1995 년","2946.69",
"휴대용전화기[2015=100]","1996 년","2569.21",
"휴대용전화기[2015=100]","1997 년","2635.49",
"휴대용전화기[2015=100]","1998 년","2247.63",
"휴대용전화기[2015=100]","1999 년","1753.78",
"휴대용전화기[2015=100]","2000 년","1155.14",
"휴대용전화기[2015=100]","2001 년","807.63",
"휴대용전화기[2015=100]","2002 년","522.12",
"휴대용전화기[2015=100]","2003 년","343.47",
"휴대용전화기[2015=100]","2004 년","260.05",
"휴대용전화기[2015=100]","2005 년","221.85",
"휴대용전화기[2015=100]","2006 년","186.86",
"휴대용전화기[2015=100]","2007 년","150.31",
"휴대용전화기[2015=100]","2008 년","134.93",
"휴대용전화기[2015=100]","2009 년","128.07",
"휴대용전화기[2015=100]","2010 년","123.98",
"휴대용전화기[2015=100]","2011 년","121.62",
"휴대용전화기[2015=100]","2012 년","117.77",
"휴대용전화기[2015=100]","2013 년","111.67",
"휴대용전화기[2015=100]","2014 년","108.72",
"휴대용전화기[2015=100]","2015 년","100",
"휴대용전화기[2015=100]","2016 년","93.95",
"휴대용전화기[2015=100]","2017 년","92.43",
"휴대용전화기[2015=100]","2018 년","87.78",
"휴대폰용카메라모듈[2015=100]","2005 년","282.05",
"휴대폰용카메라모듈[2015=100]","2006 년","236.97",
"휴대폰용카메라모듈[2015=100]","2007 년","206.65",
"휴대폰용카메라모듈[2015=100]","2008 년","218.45",
"휴대폰용카메라모듈[2015=100]","2009 년","183.36",
"휴대폰용카메라모듈[2015=100]","2010 년","136.02",
"휴대폰용카메라모듈[2015=100]","2011 년","118.03",
"휴대폰용카메라모듈[2015=100]","2012 년","113.16",
"휴대폰용카메라모듈[2015=100]","2013 년","104.95",
"휴대폰용카메라모듈[2015=100]","2014 년","103.09",
"휴대폰용카메라모듈[2015=100]","2015 년","100",
"휴대폰용카메라모듈[2015=100]","2016 년","98.15",
"휴대폰용카메라모듈[2015=100]","2017 년","98.37",
"휴대폰용카메라모듈[2015=100]","2018 년","93.82",
"무선통신용교환기[2015=100]","2000 년","175.6",
"무선통신용교환기[2015=100]","2001 년","169",
"무선통신용교환기[2015=100]","2002 년","164.34",
"무선통신용교환기[2015=100]","2003 년","162.22",
"무선통신용교환기[2015=100]","2004 년","160.48",
"무선통신용교환기[2015=100]","2005 년","153.91",
"무선통신용교환기[2015=100]","2006 년","147.81",
"무선통신용교환기[2015=100]","2007 년","138.03",
"무선통신용교환기[2015=100]","2008 년","125.65",
"무선통신용교환기[2015=100]","2009 년","117.48",
"무선통신용교환기[2015=100]","2010 년","114.64",
"무선통신용교환기[2015=100]","2011 년","111.3",
"무선통신용교환기[2015=100]","2012 년","109.22",
"무선통신용교환기[2015=100]","2013 년","105.96",
"무선통신용교환기[2015=100]","2014 년","104.92",
"무선통신용교환기[2015=100]","2015 년","100",
"무선통신용교환기[2015=100]","2016 년","95.33",
"무선통신용교환기[2015=100]","2017 년","91.33",
"무선통신용교환기[2015=100]","2018 년","88.53",
"위성방송수신기[2015=100]","1990 년","475.98",
"위성방송수신기[2015=100]","1991 년","475.98",
"위성방송수신기[2015=100]","1992 년","475.98",
"위성방송수신기[2015=100]","1993 년","364.24",
"위성방송수신기[2015=100]","1994 년","258.73",
"위성방송수신기[2015=100]","1995 년","253.7",
"위성방송수신기[2015=100]","1996 년","244.7",
"위성방송수신기[2015=100]","1997 년","233.78",
"위성방송수신기[2015=100]","1998 년","230.95",
"위성방송수신기[2015=100]","1999 년","230.95",
"위성방송수신기[2015=100]","2000 년","221.04",
"위성방송수신기[2015=100]","2001 년","166.44",
"위성방송수신기[2015=100]","2002 년","141.49",
"위성방송수신기[2015=100]","2003 년","137",
"위성방송수신기[2015=100]","2004 년","137",
"위성방송수신기[2015=100]","2005 년","128.84",
"위성방송수신기[2015=100]","2006 년","107.62",
"위성방송수신기[2015=100]","2007 년","104.35",
"위성방송수신기[2015=100]","2008 년","96.73",
"위성방송수신기[2015=100]","2009 년","120.29",
"위성방송수신기[2015=100]","2010 년","115.12",
"위성방송수신기[2015=100]","2011 년","115.31",
"위성방송수신기[2015=100]","2012 년","111.01",
"위성방송수신기[2015=100]","2013 년","100.95",
"위성방송수신기[2015=100]","2014 년","100.7",
"위성방송수신기[2015=100]","2015 년","100",
"위성방송수신기[2015=100]","2016 년","99.95",
"위성방송수신기[2015=100]","2017 년","100.86",
"위성방송수신기[2015=100]","2018 년","101.15",
"TV[2015=100]","2005 년","258.8",
"TV[2015=100]","2006 년","216.08",
"TV[2015=100]","2007 년","174.21",
"TV[2015=100]","2008 년","153.65",
"TV[2015=100]","2009 년","135.21",
"TV[2015=100]","2010 년","126.51",
"TV[2015=100]","2011 년","124.72",
"TV[2015=100]","2012 년","116.97",
"TV[2015=100]","2013 년","110.22",
"TV[2015=100]","2014 년","107.39",
"TV[2015=100]","2015 년","100",
"TV[2015=100]","2016 년","93.28",
"TV[2015=100]","2017 년","92.92",
"TV[2015=100]","2018 년","92.24",
"영상저장장치[2015=100]","2010 년","99.94",
"영상저장장치[2015=100]","2011 년","99.94",
"영상저장장치[2015=100]","2012 년","98.38",
"영상저장장치[2015=100]","2013 년","99.09",
"영상저장장치[2015=100]","2014 년","98.62",
"영상저장장치[2015=100]","2015 년","100",
"영상저장장치[2015=100]","2016 년","100",
"영상저장장치[2015=100]","2017 년","93.09",
"영상저장장치[2015=100]","2018 년","89.5",
"안테나[2015=100]","2005 년","103.8",
"안테나[2015=100]","2006 년","103.8",
"안테나[2015=100]","2007 년","103.8",
"안테나[2015=100]","2008 년","103.8",
"안테나[2015=100]","2009 년","103.28",
"안테나[2015=100]","2010 년","104.77",
"안테나[2015=100]","2011 년","103.97",
"안테나[2015=100]","2012 년","99.54",
"안테나[2015=100]","2013 년","98.13",
"안테나[2015=100]","2014 년","99.28",
"안테나[2015=100]","2015 년","100",
"안테나[2015=100]","2016 년","99.09",
"안테나[2015=100]","2017 년","94.98",
"안테나[2015=100]","2018 년","94.2",
"차량용오디오[2015=100]","1985 년","197.22",
"차량용오디오[2015=100]","1986 년","190.08",
"차량용오디오[2015=100]","1987 년","190.4",
"차량용오디오[2015=100]","1988 년","203.75",
"차량용오디오[2015=100]","1989 년","209.83",
"차량용오디오[2015=100]","1990 년","219.68",
"차량용오디오[2015=100]","1991 년","224.45",
"차량용오디오[2015=100]","1992 년","223.22",
"차량용오디오[2015=100]","1993 년","222.78",
"차량용오디오[2015=100]","1994 년","214.44",
"차량용오디오[2015=100]","1995 년","208.27",
"차량용오디오[2015=100]","1996 년","202.05",
"차량용오디오[2015=100]","1997 년","195.95",
"차량용오디오[2015=100]","1998 년","183.42",
"차량용오디오[2015=100]","1999 년","170.77",
"차량용오디오[2015=100]","2000 년","145.39",
"차량용오디오[2015=100]","2001 년","137.53",
"차량용오디오[2015=100]","2002 년","134.85",
"차량용오디오[2015=100]","2003 년","132.36",
"차량용오디오[2015=100]","2004 년","130.52",
"차량용오디오[2015=100]","2005 년","128.35",
"차량용오디오[2015=100]","2006 년","126.36",
"차량용오디오[2015=100]","2007 년","108.8",
"차량용오디오[2015=100]","2008 년","102.27",
"차량용오디오[2015=100]","2009 년","107.1",
"차량용오디오[2015=100]","2010 년","104.55",
"차량용오디오[2015=100]","2011 년","104.13",
"차량용오디오[2015=100]","2012 년","102.47",
"차량용오디오[2015=100]","2013 년","100.92",
"차량용오디오[2015=100]","2014 년","100.41",
"차량용오디오[2015=100]","2015 년","100",
"차량용오디오[2015=100]","2016 년","100.36",
"차량용오디오[2015=100]","2017 년","99.78",
"차량용오디오[2015=100]","2018 년","99.58",
"스피커[2015=100]","1985 년","117.96",
"스피커[2015=100]","1986 년","117.96",
"스피커[2015=100]","1987 년","128.4",
"스피커[2015=100]","1988 년","139.03",
"스피커[2015=100]","1989 년","140.95",
"스피커[2015=100]","1990 년","148.38",
"스피커[2015=100]","1991 년","150.88",
"스피커[2015=100]","1992 년","150.88",
"스피커[2015=100]","1993 년","149.58",
"스피커[2015=100]","1994 년","148.42",
"스피커[2015=100]","1995 년","148.47",
"스피커[2015=100]","1996 년","148.47",
"스피커[2015=100]","1997 년","147.6",
"스피커[2015=100]","1998 년","164.77",
"스피커[2015=100]","1999 년","162.34",
"스피커[2015=100]","2000 년","144.26",
"스피커[2015=100]","2001 년","144.26",
"스피커[2015=100]","2002 년","136.35",
"스피커[2015=100]","2003 년","132.34",
"스피커[2015=100]","2004 년","113.63",
"스피커[2015=100]","2005 년","105.47",
"스피커[2015=100]","2006 년","99.58",
"스피커[2015=100]","2007 년","98.38",
"스피커[2015=100]","2008 년","97.3",
"스피커[2015=100]","2009 년","100.01",
"스피커[2015=100]","2010 년","100.81",
"스피커[2015=100]","2011 년","102.79",
"스피커[2015=100]","2012 년","103.54",
"스피커[2015=100]","2013 년","102.55",
"스피커[2015=100]","2014 년","100.97",
"스피커[2015=100]","2015 년","100",
"스피커[2015=100]","2016 년","101.42",
"스피커[2015=100]","2017 년","99.14",
"스피커[2015=100]","2018 년","96.7",
"앰프세트[2015=100]","1985 년","99.02",
"앰프세트[2015=100]","1986 년","99.02",
"앰프세트[2015=100]","1987 년","101.9",
"앰프세트[2015=100]","1988 년","108.45",
"앰프세트[2015=100]","1989 년","107.13",
"앰프세트[2015=100]","1990 년","112.77",
"앰프세트[2015=100]","1991 년","114.66",
"앰프세트[2015=100]","1992 년","114.66",
"앰프세트[2015=100]","1993 년","113.66",
"앰프세트[2015=100]","1994 년","112.76",
"앰프세트[2015=100]","1995 년","112.77",
"앰프세트[2015=100]","1996 년","112.77",
"앰프세트[2015=100]","1997 년","112.77",
"앰프세트[2015=100]","1998 년","121.5",
"앰프세트[2015=100]","1999 년","118.08",
"앰프세트[2015=100]","2000 년","104.96",
"앰프세트[2015=100]","2001 년","103.53",
"앰프세트[2015=100]","2002 년","100.04",
"앰프세트[2015=100]","2003 년","97.94",
"앰프세트[2015=100]","2004 년","92.53",
"앰프세트[2015=100]","2005 년","87.81",
"앰프세트[2015=100]","2006 년","85.2",
"앰프세트[2015=100]","2007 년","85.22",
"앰프세트[2015=100]","2008 년","85.99",
"앰프세트[2015=100]","2009 년","95.41",
"앰프세트[2015=100]","2010 년","97.58",
"앰프세트[2015=100]","2011 년","99.19",
"앰프세트[2015=100]","2012 년","100",
"앰프세트[2015=100]","2013 년","100",
"앰프세트[2015=100]","2014 년","100",
"앰프세트[2015=100]","2015 년","100",
"앰프세트[2015=100]","2016 년","100",
"앰프세트[2015=100]","2017 년","100",
"앰프세트[2015=100]","2018 년","100",
"의료용방사선장치[2015=100]","2005 년","116.44",
"의료용방사선장치[2015=100]","2006 년","112.86",
"의료용방사선장치[2015=100]","2007 년","114.39",
"의료용방사선장치[2015=100]","2008 년","114.7",
"의료용방사선장치[2015=100]","2009 년","108.28",
"의료용방사선장치[2015=100]","2010 년","104.93",
"의료용방사선장치[2015=100]","2011 년","105.12",
"의료용방사선장치[2015=100]","2012 년","103.24",
"의료용방사선장치[2015=100]","2013 년","102.22",
"의료용방사선장치[2015=100]","2014 년","100",
"의료용방사선장치[2015=100]","2015 년","100",
"의료용방사선장치[2015=100]","2016 년","100",
"의료용방사선장치[2015=100]","2017 년","100",
"의료용방사선장치[2015=100]","2018 년","100",
"초음파진단기[2015=100]","1995 년","83.24",
"초음파진단기[2015=100]","1996 년","86.88",
"초음파진단기[2015=100]","1997 년","87.7",
"초음파진단기[2015=100]","1998 년","99.97",
"초음파진단기[2015=100]","1999 년","103.6",
"초음파진단기[2015=100]","2000 년","103.6",
"초음파진단기[2015=100]","2001 년","103.6",
"초음파진단기[2015=100]","2002 년","103.6",
"초음파진단기[2015=100]","2003 년","100.6",
"초음파진단기[2015=100]","2004 년","100",
"초음파진단기[2015=100]","2005 년","100",
"초음파진단기[2015=100]","2006 년","100",
"초음파진단기[2015=100]","2007 년","100",
"초음파진단기[2015=100]","2008 년","100",
"초음파진단기[2015=100]","2009 년","100",
"초음파진단기[2015=100]","2010 년","100",
"초음파진단기[2015=100]","2011 년","100",
"초음파진단기[2015=100]","2012 년","100",
"초음파진단기[2015=100]","2013 년","100",
"초음파진단기[2015=100]","2014 년","100",
"초음파진단기[2015=100]","2015 년","100",
"초음파진단기[2015=100]","2016 년","101.92",
"초음파진단기[2015=100]","2017 년","101.46",
"초음파진단기[2015=100]","2018 년","99.15",
"광선치료기[2015=100]","2011 년","97.02",
"광선치료기[2015=100]","2012 년","97.02",
"광선치료기[2015=100]","2013 년","97.02",
"광선치료기[2015=100]","2014 년","99.33",
"광선치료기[2015=100]","2015 년","100",
"광선치료기[2015=100]","2016 년","99.95",
"광선치료기[2015=100]","2017 년","99.95",
"광선치료기[2015=100]","2018 년","101.43",
"치과용임플란트[2015=100]","2005 년","99.87",
"치과용임플란트[2015=100]","2006 년","99.87",
"치과용임플란트[2015=100]","2007 년","99.87",
"치과용임플란트[2015=100]","2008 년","99.87",
"치과용임플란트[2015=100]","2009 년","99.87",
"치과용임플란트[2015=100]","2010 년","99.87",
"치과용임플란트[2015=100]","2011 년","99.87",
"치과용임플란트[2015=100]","2012 년","100.49",
"치과용임플란트[2015=100]","2013 년","100",
"치과용임플란트[2015=100]","2014 년","100",
"치과용임플란트[2015=100]","2015 년","100",
"치과용임플란트[2015=100]","2016 년","100",
"치과용임플란트[2015=100]","2017 년","100",
"치과용임플란트[2015=100]","2018 년","100",
"치과기공소제품[2015=100]","2010 년","100",
"치과기공소제품[2015=100]","2011 년","100",
"치과기공소제품[2015=100]","2012 년","100",
"치과기공소제품[2015=100]","2013 년","100",
"치과기공소제품[2015=100]","2014 년","100",
"치과기공소제품[2015=100]","2015 년","100",
"치과기공소제품[2015=100]","2016 년","100.08",
"치과기공소제품[2015=100]","2017 년","100.15",
"치과기공소제품[2015=100]","2018 년","100.15",
"안경및안경렌즈[2015=100]","1985 년","50.12",
"안경및안경렌즈[2015=100]","1986 년","50.12",
"안경및안경렌즈[2015=100]","1987 년","50.82",
"안경및안경렌즈[2015=100]","1988 년","62.86",
"안경및안경렌즈[2015=100]","1989 년","71.27",
"안경및안경렌즈[2015=100]","1990 년","72.09",
"안경및안경렌즈[2015=100]","1991 년","78.3",
"안경및안경렌즈[2015=100]","1992 년","78.3",
"안경및안경렌즈[2015=100]","1993 년","78.3",
"안경및안경렌즈[2015=100]","1994 년","78.3",
"안경및안경렌즈[2015=100]","1995 년","78.26",
"안경및안경렌즈[2015=100]","1996 년","78.26",
"안경및안경렌즈[2015=100]","1997 년","78.26",
"안경및안경렌즈[2015=100]","1998 년","79.97",
"안경및안경렌즈[2015=100]","1999 년","80.18",
"안경및안경렌즈[2015=100]","2000 년","80.18",
"안경및안경렌즈[2015=100]","2001 년","79.38",
"안경및안경렌즈[2015=100]","2002 년","78.51",
"안경및안경렌즈[2015=100]","2003 년","78.51",
"안경및안경렌즈[2015=100]","2004 년","78.51",
"안경및안경렌즈[2015=100]","2005 년","83.61",
"안경및안경렌즈[2015=100]","2006 년","91.92",
"안경및안경렌즈[2015=100]","2007 년","92.48",
"안경및안경렌즈[2015=100]","2008 년","92.48",
"안경및안경렌즈[2015=100]","2009 년","92.48",
"안경및안경렌즈[2015=100]","2010 년","96.33",
"안경및안경렌즈[2015=100]","2011 년","98.87",
"안경및안경렌즈[2015=100]","2012 년","98.87",
"안경및안경렌즈[2015=100]","2013 년","98.87",
"안경및안경렌즈[2015=100]","2014 년","100",
"안경및안경렌즈[2015=100]","2015 년","100",
"안경및안경렌즈[2015=100]","2016 년","100.03",
"안경및안경렌즈[2015=100]","2017 년","100.13",
"안경및안경렌즈[2015=100]","2018 년","99.71",
"주사기및수혈세트[2015=100]","1985 년","40.1",
"주사기및수혈세트[2015=100]","1986 년","42.3",
"주사기및수혈세트[2015=100]","1987 년","45.38",
"주사기및수혈세트[2015=100]","1988 년","46.88",
"주사기및수혈세트[2015=100]","1989 년","46.88",
"주사기및수혈세트[2015=100]","1990 년","49.97",
"주사기및수혈세트[2015=100]","1991 년","52.07",
"주사기및수혈세트[2015=100]","1992 년","54.25",
"주사기및수혈세트[2015=100]","1993 년","52.03",
"주사기및수혈세트[2015=100]","1994 년","51.42",
"주사기및수혈세트[2015=100]","1995 년","54.17",
"주사기및수혈세트[2015=100]","1996 년","52.06",
"주사기및수혈세트[2015=100]","1997 년","49.43",
"주사기및수혈세트[2015=100]","1998 년","60.4",
"주사기및수혈세트[2015=100]","1999 년","61.65",
"주사기및수혈세트[2015=100]","2000 년","65.88",
"주사기및수혈세트[2015=100]","2001 년","60.68",
"주사기및수혈세트[2015=100]","2002 년","57.91",
"주사기및수혈세트[2015=100]","2003 년","66.64",
"주사기및수혈세트[2015=100]","2004 년","72.42",
"주사기및수혈세트[2015=100]","2005 년","77.45",
"주사기및수혈세트[2015=100]","2006 년","85.84",
"주사기및수혈세트[2015=100]","2007 년","85.91",
"주사기및수혈세트[2015=100]","2008 년","85.91",
"주사기및수혈세트[2015=100]","2009 년","86.94",
"주사기및수혈세트[2015=100]","2010 년","93.31",
"주사기및수혈세트[2015=100]","2011 년","98.13",
"주사기및수혈세트[2015=100]","2012 년","98.76",
"주사기및수혈세트[2015=100]","2013 년","98.76",
"주사기및수혈세트[2015=100]","2014 년","99.06",
"주사기및수혈세트[2015=100]","2015 년","100",
"주사기및수혈세트[2015=100]","2016 년","100.08",
"주사기및수혈세트[2015=100]","2017 년","100.16",
"주사기및수혈세트[2015=100]","2018 년","103.1",
"산소호흡기[2015=100]","2014 년","100.85",
"산소호흡기[2015=100]","2015 년","100",
"산소호흡기[2015=100]","2016 년","101",
"산소호흡기[2015=100]","2017 년","101",
"산소호흡기[2015=100]","2018 년","101",
"내비게이션[2015=100]","2005 년","347.08",
"내비게이션[2015=100]","2006 년","236.89",
"내비게이션[2015=100]","2007 년","160.55",
"내비게이션[2015=100]","2008 년","122.9",
"내비게이션[2015=100]","2009 년","110.72",
"내비게이션[2015=100]","2010 년","104.47",
"내비게이션[2015=100]","2011 년","100.29",
"내비게이션[2015=100]","2012 년","99.37",
"내비게이션[2015=100]","2013 년","100.52",
"내비게이션[2015=100]","2014 년","100.13",
"내비게이션[2015=100]","2015 년","100",
"내비게이션[2015=100]","2016 년","100",
"내비게이션[2015=100]","2017 년","100",
"내비게이션[2015=100]","2018 년","100",
"리모콘[2015=100]","2000 년","121.66",
"리모콘[2015=100]","2001 년","120.77",
"리모콘[2015=100]","2002 년","115.65",
"리모콘[2015=100]","2003 년","114.36",
"리모콘[2015=100]","2004 년","116.92",
"리모콘[2015=100]","2005 년","116.94",
"리모콘[2015=100]","2006 년","116.12",
"리모콘[2015=100]","2007 년","112.77",
"리모콘[2015=100]","2008 년","110.89",
"리모콘[2015=100]","2009 년","109.92",
"리모콘[2015=100]","2010 년","106.5",
"리모콘[2015=100]","2011 년","106.15",
"리모콘[2015=100]","2012 년","106.15",
"리모콘[2015=100]","2013 년","104.41",
"리모콘[2015=100]","2014 년","103.12",
"리모콘[2015=100]","2015 년","100",
"리모콘[2015=100]","2016 년","98.39",
"리모콘[2015=100]","2017 년","95.94",
"리모콘[2015=100]","2018 년","90.81",
"전자기측정및분석기계[2015=100]","1990 년","68.84",
"전자기측정및분석기계[2015=100]","1991 년","68.84",
"전자기측정및분석기계[2015=100]","1992 년","70.34",
"전자기측정및분석기계[2015=100]","1993 년","71.55",
"전자기측정및분석기계[2015=100]","1994 년","73.36",
"전자기측정및분석기계[2015=100]","1995 년","77.46",
"전자기측정및분석기계[2015=100]","1996 년","84.86",
"전자기측정및분석기계[2015=100]","1997 년","89.03",
"전자기측정및분석기계[2015=100]","1998 년","107.7",
"전자기측정및분석기계[2015=100]","1999 년","105.5",
"전자기측정및분석기계[2015=100]","2000 년","100.51",
"전자기측정및분석기계[2015=100]","2001 년","101.12",
"전자기측정및분석기계[2015=100]","2002 년","100.8",
"전자기측정및분석기계[2015=100]","2003 년","100.34",
"전자기측정및분석기계[2015=100]","2004 년","100.3",
"전자기측정및분석기계[2015=100]","2005 년","100.3",
"전자기측정및분석기계[2015=100]","2006 년","100.3",
"전자기측정및분석기계[2015=100]","2007 년","96.08",
"전자기측정및분석기계[2015=100]","2008 년","95.99",
"전자기측정및분석기계[2015=100]","2009 년","95.88",
"전자기측정및분석기계[2015=100]","2010 년","98.51",
"전자기측정및분석기계[2015=100]","2011 년","98.57",
"전자기측정및분석기계[2015=100]","2012 년","100",
"전자기측정및분석기계[2015=100]","2013 년","100",
"전자기측정및분석기계[2015=100]","2014 년","100",
"전자기측정및분석기계[2015=100]","2015 년","100",
"전자기측정및분석기계[2015=100]","2016 년","100",
"전자기측정및분석기계[2015=100]","2017 년","100",
"전자기측정및분석기계[2015=100]","2018 년","100",
"반도체검사장비[2015=100]","2011 년","97.35",
"반도체검사장비[2015=100]","2012 년","97.35",
"반도체검사장비[2015=100]","2013 년","97.35",
"반도체검사장비[2015=100]","2014 년","98.68",
"반도체검사장비[2015=100]","2015 년","100",
"반도체검사장비[2015=100]","2016 년","100",
"반도체검사장비[2015=100]","2017 년","100",
"반도체검사장비[2015=100]","2018 년","100",
"공해계측기[2015=100]","2010 년","99.51",
"공해계측기[2015=100]","2011 년","99.23",
"공해계측기[2015=100]","2012 년","96.44",
"공해계측기[2015=100]","2013 년","96.44",
"공해계측기[2015=100]","2014 년","99.4",
"공해계측기[2015=100]","2015 년","100",
"공해계측기[2015=100]","2016 년","102.5",
"공해계측기[2015=100]","2017 년","104.29",
"공해계측기[2015=100]","2018 년","104.29",
"재료시험기[2015=100]","2011 년","105.02",
"재료시험기[2015=100]","2012 년","98.59",
"재료시험기[2015=100]","2013 년","100",
"재료시험기[2015=100]","2014 년","100",
"재료시험기[2015=100]","2015 년","100",
"재료시험기[2015=100]","2016 년","101.98",
"재료시험기[2015=100]","2017 년","101.98",
"재료시험기[2015=100]","2018 년","101.98",
"가스공급계기[2015=100]","2010 년","96.45",
"가스공급계기[2015=100]","2011 년","98.84",
"가스공급계기[2015=100]","2012 년","99.65",
"가스공급계기[2015=100]","2013 년","103.65",
"가스공급계기[2015=100]","2014 년","105.85",
"가스공급계기[2015=100]","2015 년","100",
"가스공급계기[2015=100]","2016 년","99.46",
"가스공급계기[2015=100]","2017 년","99.49",
"가스공급계기[2015=100]","2018 년","100.39",
"전기공급계기[2015=100]","1985 년","56.97",
"전기공급계기[2015=100]","1986 년","56.63",
"전기공급계기[2015=100]","1987 년","54.14",
"전기공급계기[2015=100]","1988 년","55.53",
"전기공급계기[2015=100]","1989 년","58.73",
"전기공급계기[2015=100]","1990 년","63.65",
"전기공급계기[2015=100]","1991 년","64.65",
"전기공급계기[2015=100]","1992 년","67.17",
"전기공급계기[2015=100]","1993 년","67.13",
"전기공급계기[2015=100]","1994 년","67.79",
"전기공급계기[2015=100]","1995 년","67.78",
"전기공급계기[2015=100]","1996 년","67.78",
"전기공급계기[2015=100]","1997 년","67.78",
"전기공급계기[2015=100]","1998 년","72.67",
"전기공급계기[2015=100]","1999 년","73.92",
"전기공급계기[2015=100]","2000 년","73.92",
"전기공급계기[2015=100]","2001 년","73.92",
"전기공급계기[2015=100]","2002 년","73.92",
"전기공급계기[2015=100]","2003 년","73.92",
"전기공급계기[2015=100]","2004 년","76.17",
"전기공급계기[2015=100]","2005 년","78.81",
"전기공급계기[2015=100]","2006 년","78.1",
"전기공급계기[2015=100]","2007 년","78.1",
"전기공급계기[2015=100]","2008 년","78.1",
"전기공급계기[2015=100]","2009 년","79.81",
"전기공급계기[2015=100]","2010 년","90.13",
"전기공급계기[2015=100]","2011 년","96.86",
"전기공급계기[2015=100]","2012 년","100",
"전기공급계기[2015=100]","2013 년","100",
"전기공급계기[2015=100]","2014 년","100",
"전기공급계기[2015=100]","2015 년","100",
"전기공급계기[2015=100]","2016 년","101.1",
"전기공급계기[2015=100]","2017 년","103.31",
"전기공급계기[2015=100]","2018 년","103.31",
"속도계[2015=100]","1995 년","114.77",
"속도계[2015=100]","1996 년","114.77",
"속도계[2015=100]","1997 년","114.77",
"속도계[2015=100]","1998 년","127.85",
"속도계[2015=100]","1999 년","124.35",
"속도계[2015=100]","2000 년","120.93",
